DateTime,CO2_MNT_ppm,CO2_LL1m_ppm,CO2_LL13m_ppm
2025-02-04 12:45:00,2015.513427734375,2011.2333984375,384.481201171875
2025-02-04 13:00:00,2015.555419921875,2011.275390625,383.0545043945313
2025-02-04 13:15:00,2015.639404296875,2011.275390625,383.8937377929688
2025-02-04 13:30:00,2015.59765625,2011.359375,384.14556884765625
2025-02-04 13:45:00,2015.555419921875,2011.275390625,385.5302734375
2025-02-04 14:00:00,2015.513427734375,2011.359375,384.7749633789063
2025-02-04 14:15:00,2015.639404296875,2011.359375,385.9918212890625
2025-02-04 14:30:00,2015.59765625,2011.3173828125,386.24365234375
2025-02-04 14:45:00,2015.555419921875,2011.359375,387.1248168945313
2025-02-04 15:00:00,2015.681396484375,2011.443359375,388.2998046875
2025-02-04 15:15:00,2015.639404296875,2011.401123046875,389.09710693359375
2025-02-04 15:30:00,2015.639404296875,2011.4853515625,388.6354370117188
2025-02-04 15:45:00,2015.555419921875,2011.401123046875,390.0202026367188
2025-02-04 16:00:00,2015.555419921875,2011.443359375,389.4328002929688
2025-02-04 16:15:00,2015.639404296875,2011.443359375,392.32818603515625
2025-02-04 16:30:00,2015.59765625,2011.4853515625,394.5521240234375
2025-02-04 16:45:00,2015.639404296875,2011.527099609375,395.8948974609375
2025-02-04 17:00:00,2015.59765625,2011.359375,397.11181640625
2025-02-04 17:15:00,2015.555419921875,2011.359375,403.1124267578125
2025-02-04 17:30:00,2015.555419921875,2011.3173828125,409.53265380859375
2025-02-04 17:45:00,2015.555419921875,2011.359375,417.5894165039063
2025-02-04 18:00:00,2015.59765625,2011.359375,425.93994140625
2025-02-04 18:15:00,2015.555419921875,2011.359375,438.23486328125
2025-02-04 18:30:00,2015.513427734375,2011.359375,450.4878540039063
2025-02-04 18:45:00,2015.4296875,2011.401123046875,460.34906005859375
2025-02-04 19:00:00,2015.513427734375,2011.359375,466.6853637695313
2025-02-04 19:15:00,2015.513427734375,2011.401123046875,471.5529174804688
2025-02-04 19:30:00,2015.4716796875,2011.401123046875,475.8331298828125
2025-02-04 19:45:00,2015.4716796875,2011.401123046875,482.3792114257813
2025-02-04 20:00:00,2015.4296875,2011.443359375,486.82720947265625
2025-02-04 20:15:00,2015.555419921875,2011.359375,491.5270385742188
2025-02-04 20:30:00,2015.4716796875,2011.359375,497.0659790039063
2025-02-04 20:45:00,2015.4716796875,2011.401123046875,499.33197021484375
2025-02-04 21:00:00,2015.3876953125,2011.401123046875,501.2202758789063
2025-02-04 21:15:00,2015.4716796875,2011.4853515625,500.255126953125
2025-02-04 21:30:00,2015.513427734375,2011.443359375,506.7593383789063
2025-02-04 21:45:00,2015.4296875,2011.359375,509.9065551757813
2025-02-04 22:00:00,2015.3876953125,2011.4853515625,509.9903564453125
2025-02-04 22:15:00,2015.4296875,2011.443359375,514.3964233398438
2025-02-04 22:30:00,2015.4296875,2011.401123046875,516.45263671875
2025-02-04 22:45:00,2015.4296875,2011.443359375,520.187255859375
2025-02-04 23:00:00,2015.345703125,2011.443359375,521.3202514648438
2025-02-04 23:15:00,2015.4716796875,2011.443359375,519.2640380859375
2025-02-04 23:30:00,2015.4296875,2011.4853515625,519.0962524414062
2025-02-04 23:45:00,2015.4716796875,2011.443359375,522.62109375
2025-02-05 00:00:00,2015.4716796875,2011.4853515625,517.9212646484375
2025-02-05 00:15:00,2015.4296875,2011.401123046875,521.1943359375
2025-02-05 00:30:00,2015.345703125,2011.401123046875,520.56494140625
2025-02-05 00:45:00,2015.3876953125,2011.443359375,522.3273315429688
2025-02-05 01:00:00,2015.4716796875,2011.443359375,523.6282348632812
2025-02-05 01:15:00,2015.3876953125,2011.443359375,522.62109375
2025-02-05 01:30:00,2015.4716796875,2011.4853515625,520.4390869140625
2025-02-05 01:45:00,2015.4296875,2011.527099609375,521.8237915039062
2025-02-05 02:00:00,2015.4716796875,2011.443359375,520.0194702148438
2025-02-05 02:15:00,2015.4716796875,2011.401123046875,520.229248046875
2025-02-05 02:30:00,2015.4296875,2011.443359375,519.7676391601562
2025-02-05 02:45:00,2015.3876953125,2011.4853515625,520.3970336914062
2025-02-05 03:00:00,2015.4716796875,2011.4853515625,517.2499389648438
2025-02-05 03:15:00,2015.513427734375,2011.527099609375,516.9561767578125
2025-02-05 03:30:00,2015.4716796875,2011.443359375,516.4945068359375
2025-02-05 03:45:00,2015.3876953125,2011.4853515625,516.830322265625
2025-02-05 04:00:00,2015.3876953125,2011.443359375,515.2356567382812
2025-02-05 04:15:00,2015.3876953125,2011.4853515625,516.830322265625
2025-02-05 04:30:00,2015.4296875,2011.527099609375,516.6204833984375
2025-02-05 04:45:00,2015.3876953125,2011.527099609375,517.1659545898438
2025-02-05 05:00:00,2015.3876953125,2011.4853515625,516.36865234375
2025-02-05 05:15:00,2015.4296875,2011.569091796875,517.417724609375
2025-02-05 05:30:00,2015.4296875,2011.527099609375,514.8580932617188
2025-02-05 05:45:00,2015.4716796875,2011.4853515625,515.6552734375
