datetime,globalrad_1m[w/m^2],globalrad_3m[w/m^2],globalrad_7m[w/m^2],globalrad_13m[w/m^2]
2025-02-15 17:15:00,1.213079,10.58231,21.102148,69.098911
2025-02-15 17:30:00,-0.101901,7.623605,15.842229,67.783931
2025-02-15 17:45:00,-2.238743,2.856804,8.60984,32.936966
2025-02-15 18:00:00,-3.718095,-1.252508,1.377451,10.253565
2025-02-15 18:15:00,-5.033075,-4.70433,-4.70433,-4.04684
2025-02-15 18:30:00,-5.36182,-5.197448,-5.033075,-5.526193
2025-02-15 18:45:00,-5.526193,-5.197448,-5.526193,-5.526193
2025-02-15 19:00:00,-5.36182,-5.526193,-5.36182,-5.36182
2025-02-15 19:15:00,-5.197448,-5.526193,-5.197448,-5.526193
2025-02-15 19:30:00,-5.526193,-5.526193,-5.36182,-5.033075
2025-02-15 19:45:00,-5.690565,-5.526193,-5.36182,-5.36182
2025-02-15 20:00:00,-5.526193,-5.033075,-5.197448,-5.197448
2025-02-15 20:15:00,-5.197448,-5.526193,-5.197448,-5.526193
2025-02-15 20:30:00,-5.36182,-5.033075,-5.526193,-5.197448
2025-02-15 20:45:00,-5.197448,-5.197448,-5.526193,-5.36182
2025-02-15 21:00:00,-5.197448,-5.033075,-5.526193,-5.36182
2025-02-15 21:15:00,-5.526193,-5.526193,-5.526193,-5.526193
2025-02-15 21:30:00,-5.36182,-5.526193,-5.526193,-5.526193
2025-02-15 21:45:00,-5.36182,-5.033075,-5.36182,-5.36182
2025-02-15 22:00:00,-5.197448,-5.36182,-5.526193,-5.197448
2025-02-15 22:15:00,-5.36182,-5.36182,-5.033075,-5.36182
2025-02-15 22:30:00,-5.197448,-5.36182,-5.526193,-5.526193
2025-02-15 22:45:00,-5.36182,-5.36182,-5.526193,-5.197448
2025-02-15 23:00:00,-5.526193,-5.033075,-5.690565,-5.526193
2025-02-15 23:15:00,-5.197448,-5.526193,-5.526193,-5.36182
2025-02-15 23:30:00,-5.36182,-5.36182,-5.36182,-5.36182
2025-02-15 23:45:00,-5.197448,-5.36182,-5.197448,-5.36182
2025-02-16 00:00:00,-5.36182,-5.526193,-5.197448,-5.36182
2025-02-16 00:15:00,-5.36182,-5.197448,-5.526193,-5.197448
2025-02-16 00:30:00,-5.526193,-5.526193,-5.36182,-5.197448
2025-02-16 00:45:00,-5.36182,-5.197448,-5.36182,-5.36182
2025-02-16 01:00:00,-5.526193,-5.197448,-5.36182,-5.526193
2025-02-16 01:15:00,-5.197448,-5.197448,-5.197448,-5.36182
2025-02-16 01:30:00,-5.197448,-5.197448,-5.526193,-5.36182
2025-02-16 01:45:00,-5.36182,-5.36182,-5.197448,-5.197448
2025-02-16 02:00:00,-5.197448,-5.197448,-5.197448,-5.197448
2025-02-16 02:15:00,-5.033075,-5.36182,-5.197448,-5.36182
2025-02-16 02:30:00,-5.36182,-5.197448,-5.197448,-5.526193
2025-02-16 02:45:00,-5.690565,-5.36182,-5.690565,-5.36182
2025-02-16 03:00:00,-5.36182,-5.36182,-5.526193,-5.197448
2025-02-16 03:15:00,-5.36182,-5.526193,-5.526193,-5.197448
2025-02-16 03:30:00,-5.36182,-5.197448,-5.36182,-5.36182
2025-02-16 03:45:00,-5.526193,-5.197448,-5.36182,-5.526193
2025-02-16 04:00:00,-5.526193,-5.690565,-5.197448,-5.526193
2025-02-16 04:15:00,-5.36182,-5.526193,-5.526193,-5.197448
2025-02-16 04:30:00,-5.197448,-5.526193,-5.033075,-5.36182
2025-02-16 04:45:00,-5.36182,-5.36182,-5.526193,-5.36182
2025-02-16 05:00:00,-5.197448,-5.36182,-5.197448,-5.526193
2025-02-16 05:15:00,-5.36182,-5.197448,-5.197448,-5.526193
2025-02-16 05:30:00,-5.526193,-5.36182,-5.690565,-5.36182
2025-02-16 05:45:00,-5.526193,-5.197448,-5.36182,-5.36182
2025-02-16 06:00:00,-5.36182,-5.197448,-5.36182,-5.36182
2025-02-16 06:15:00,-5.36182,-4.868703,-5.033075,-5.197448
2025-02-16 06:30:00,-5.36182,-5.36182,-5.36182,-5.197448
2025-02-16 06:45:00,-5.197448,-5.197448,-5.197448,-5.197448
2025-02-16 07:00:00,-5.033075,-4.70433,-4.539958,-4.211213
2025-02-16 07:15:00,-4.375585,-3.38935,-2.238743,-0.923763
2025-02-16 07:30:00,-0.759391,7.29486,9.431703,11.075427
2025-02-16 07:45:00,2.034941,14.691622,18.636561,21.924011
2025-02-16 08:00:00,3.514293,16.006602,27.84142,35.895671
2025-02-16 08:15:00,4.664901,17.321581,30.964497,37.703768
2025-02-16 08:30:00,4.007411,17.485954,35.238181,42.141825
2025-02-16 08:45:00,5.815508,22.088383,40.662473,60.222797
2025-02-16 09:00:00,8.116723,30.964497,121.862475,61.537777
2025-02-16 09:15:00,10.746682,39.018748,88.823608,111.50701
2025-02-16 09:30:00,11.404172,41.648708,60.222797,158.68191
2025-02-16 09:45:00,13.705387,44.114295,68.112676,102.630896
2025-02-16 10:00:00,13.21227,58.907818,69.756401,101.480289
2025-02-16 10:15:00,13.705387,51.182311,100.658426,105.425228
2025-02-16 10:30:00,14.855994,52.004174,76.3313,111.835754
2025-02-16 10:45:00,17.157209,53.319153,94.741017,140.600938
2025-02-16 11:00:00,17.485954,55.949113,181.529684,133.532921
2025-02-16 11:15:00,20.444658,91.289195,254.182318,141.4228
2025-02-16 11:30:00,25.047088,75.01632,292.15236,256.812277
2025-02-16 11:45:00,30.307007,95.562879,183.830899,356.257625
2025-02-16 12:00:00,27.512675,82.248709,234.621993,162.462477
2025-02-16 12:15:00,28.663282,121.533731,193.528875,305.795275
2025-02-16 12:30:00,28.827655,83.892434,134.847901,255.497298
2025-02-16 12:45:00,28.663282,80.111867,243.662479,190.405798
2025-02-16 13:00:00,25.540205,71.893243,291.166125,175.94102
2025-02-16 13:15:00,21.595266,62.195267,299.877866,152.764501
2025-02-16 13:30:00,20.773403,61.373405,312.370174,146.847092
2025-02-16 13:45:00,21.102148,57.428465,389.953982,153.586363
2025-02-16 14:00:00,21.430893,52.990408,105.260855,146.682719
2025-02-16 14:15:00,19.458424,51.346684,95.069762,158.517537
2025-02-16 14:30:00,14.527249,42.47057,78.468142,141.094055
2025-02-16 14:45:00,14.034132,42.634943,74.687575,139.943448
2025-02-16 15:00:00,13.376642,39.183121,71.893243,129.259237
2025-02-16 15:15:00,13.376642,37.210651,70.578263,118.246281
2025-02-16 15:30:00,10.58231,30.964497,57.921583,101.973406
2025-02-16 15:45:00,8.60984,27.019557,51.346684,96.384742
2025-02-16 16:00:00,7.459233,24.389598,46.415509,94.576645
2025-02-16 16:15:00,6.308626,22.745873,41.484335,84.056806
2025-02-16 16:30:00,4.500528,17.979071,35.566926,79.454377
2025-02-16 16:45:00,2.692431,13.047897,28.170165,58.085955
2025-02-16 17:00:00,2.034941,11.568545,23.89648,49.045469
2025-02-16 17:15:00,0.391216,8.116723,18.800934,40.333728
2025-02-16 17:30:00,-1.252508,4.171783,11.2398,23.23899
2025-02-16 17:45:00,-2.567488,1.048706,5.815508,15.020367
2025-02-16 18:00:00,-4.70433,-3.718095,-2.074371,0.062472
2025-02-16 18:15:00,-5.033075,-5.197448,-5.033075,-4.539958
2025-02-16 18:30:00,-5.033075,-5.36182,-5.36182,-5.197448
2025-02-16 18:45:00,-5.197448,-5.197448,-5.526193,-5.690565
2025-02-16 19:00:00,-5.033075,-5.526193,-5.36182,-5.197448
2025-02-16 19:15:00,-5.197448,-5.033075,-5.526193,-5.197448
2025-02-16 19:30:00,-5.197448,-5.197448,-5.033075,-5.36182
2025-02-16 19:45:00,-5.36182,-5.36182,-5.033075,-5.526193
2025-02-16 20:00:00,-5.36182,-5.197448,-5.197448,-5.36182
2025-02-16 20:15:00,-5.36182,-5.36182,-5.197448,-5.36182
2025-02-16 20:30:00,-5.197448,-5.197448,-5.197448,-5.197448
2025-02-16 20:45:00,-5.36182,-5.36182,-5.36182,-5.197448
2025-02-16 21:00:00,-5.36182,-5.197448,-5.36182,-5.197448
2025-02-16 21:15:00,-5.033075,-5.36182,-5.197448,-5.36182
2025-02-16 21:30:00,-5.197448,-5.526193,-5.36182,-5.197448
2025-02-16 21:45:00,-5.36182,-5.197448,-5.197448,-5.36182
2025-02-16 22:00:00,-5.526193,-5.526193,-5.36182,-5.36182
2025-02-16 22:15:00,-5.197448,-5.033075,-5.690565,-5.526193
2025-02-16 22:30:00,-5.197448,-5.197448,-5.197448,-5.526193
2025-02-16 22:45:00,-5.197448,-5.197448,-5.36182,-5.526193
2025-02-16 23:00:00,-5.526193,-5.197448,-5.526193,-5.033075
2025-02-16 23:15:00,-5.197448,-5.033075,-5.033075,-5.526193
2025-02-16 23:30:00,-5.36182,-5.36182,-5.033075,-5.36182
2025-02-16 23:45:00,-5.197448,-5.526193,-5.526193,-5.36182
2025-02-17 00:00:00,-5.36182,-5.526193,-5.197448,-5.526193
2025-02-17 00:15:00,-5.197448,-5.197448,-5.197448,-5.36182
2025-02-17 00:30:00,-5.36182,-5.36182,-5.690565,-5.526193
2025-02-17 00:45:00,-5.526193,-5.197448,-5.197448,-5.36182
2025-02-17 01:00:00,-5.197448,-5.36182,-5.36182,-5.36182
2025-02-17 01:15:00,-5.197448,-5.36182,-5.36182,-5.526193
2025-02-17 01:30:00,-5.197448,-5.690565,-5.36182,-5.526193
2025-02-17 01:45:00,-5.197448,-5.526193,-5.36182,-5.526193
2025-02-17 02:00:00,-5.36182,-5.36182,-5.36182,-5.526193
2025-02-17 02:15:00,-5.197448,-5.033075,-5.36182,-5.197448
2025-02-17 02:30:00,-5.526193,-5.197448,-5.197448,-5.36182
2025-02-17 02:45:00,-5.526193,-5.197448,-5.197448,-5.526193
2025-02-17 03:00:00,-5.36182,-5.526193,-5.36182,-5.36182
2025-02-17 03:15:00,-5.197448,-5.197448,-5.197448,-5.36182
2025-02-17 03:30:00,-5.36182,-5.197448,-5.36182,-5.36182
2025-02-17 03:45:00,-5.36182,-5.526193,-5.526193,-5.690565
2025-02-17 04:00:00,-5.36182,-5.197448,-5.197448,-5.526193
2025-02-17 04:15:00,-5.033075,-5.197448,-5.033075,-5.197448
2025-02-17 04:30:00,-5.526193,-5.36182,-5.197448,-5.526193
2025-02-17 04:45:00,-5.197448,-5.197448,-5.197448,-5.197448
2025-02-17 05:00:00,-5.36182,-5.033075,-5.526193,-5.690565
2025-02-17 05:15:00,-5.197448,-5.36182,-5.36182,-5.526193
2025-02-17 05:30:00,-5.526193,-5.526193,-5.36182,-5.197448
2025-02-17 05:45:00,-5.197448,-5.197448,-5.526193,-5.36182
2025-02-17 06:00:00,-5.36182,-5.36182,-5.526193,-5.197448
2025-02-17 06:15:00,-5.197448,-5.033075,-5.033075,-5.526193
2025-02-17 06:30:00,-5.36182,-5.197448,-5.197448,-5.36182
2025-02-17 06:45:00,-5.197448,-5.36182,-5.197448,-5.197448
2025-02-17 07:00:00,-4.539958,-3.882468,-3.224978,-2.567488
2025-02-17 07:15:00,-4.70433,-3.224978,-1.909998,-0.101901
2025-02-17 07:30:00,-1.745626,4.171783,6.966115,9.596075
2025-02-17 07:45:00,-1.252508,5.158018,11.2398,16.170974
2025-02-17 08:00:00,-0.266273,6.966115,16.170974,23.732108
2025-02-17 08:15:00,2.692431,13.21227,25.86895,34.909436
2025-02-17 08:30:00,2.199314,12.55478,28.334537,37.375023
2025-02-17 08:45:00,7.623605,25.704578,46.086765,75.509438
2025-02-17 09:00:00,7.787978,31.293242,111.835754,65.153972
2025-02-17 09:15:00,8.60984,31.293242,70.578263,97.699722
2025-02-17 09:30:00,15.349112,47.401744,70.249518,179.228469
2025-02-17 09:45:00,13.541014,43.456805,65.153972,96.384742
2025-02-17 10:00:00,15.513484,61.537777,75.180693,109.698912
2025-02-17 10:15:00,18.800934,56.935348,139.614703,123.013083
2025-02-17 10:30:00,19.458424,54.962878,91.289195,119.396888
2025-02-17 10:45:00,24.225225,65.153972,118.410653,177.584744
2025-02-17 11:00:00,24.225225,66.468951,134.519156,162.133732
2025-02-17 11:15:00,31.293242,108.548305,271.934545,193.693247
2025-02-17 11:30:00,26.855185,79.125632,209.14426,252.209848
2025-02-17 11:45:00,31.621987,94.576645,197.309441,320.917543
2025-02-17 12:00:00,31.786359,93.261665,234.621993,189.090818
2025-02-17 12:15:00,33.265711,128.930492,280.646286,331.930499
2025-02-17 12:30:00,39.347493,107.397698,174.62604,381.735358
2025-02-17 12:45:00,31.128869,86.029276,170.516728,221.14345
2025-02-17 13:00:00,22.252756,61.209032,129.423609,147.668954
2025-02-17 13:15:00,25.540205,68.934539,198.624421,164.599319
2025-02-17 13:30:00,28.005792,75.67381,255.00418,186.296486
2025-02-17 13:45:00,24.225225,64.332109,224.4309,173.96855
2025-02-17 14:00:00,41.81308,71.728871,142.409035,236.594463
2025-02-17 14:15:00,20.115913,51.182311,94.412272,142.573407
2025-02-17 14:30:00,20.773403,51.675429,96.877859,153.257618
2025-02-17 14:45:00,16.170974,42.141825,77.64628,115.123204
2025-02-17 15:00:00,16.170974,41.319963,77.64628,115.287576
2025-02-17 15:15:00,15.184739,41.15559,78.632515,122.355593
2025-02-17 15:30:00,11.732917,31.621987,58.085955,83.234944
2025-02-17 15:45:00,9.102958,26.197695,51.839801,75.67381
2025-02-17 16:00:00,7.95235,24.55397,49.045469,74.030085
2025-02-17 16:15:00,7.130488,21.595266,41.648708,64.496482
2025-02-17 16:30:00,6.801743,22.417128,43.456805,99.014701
2025-02-17 16:45:00,2.363686,12.55478,28.827655,49.702959
2025-02-17 17:00:00,3.185549,14.527249,29.978262,61.373405
2025-02-17 17:15:00,0.884334,8.938585,20.444658,44.936157
2025-02-17 17:30:00,-1.252508,4.007411,11.89729,29.813889
2025-02-17 17:45:00,-2.567488,0.884334,5.322391,19.294051
2025-02-17 18:00:00,-3.060606,0.391216,4.007411,17.979071
2025-02-17 18:15:00,-4.868703,-4.539958,-3.882468,-3.060606
2025-02-17 18:30:00,-5.197448,-5.526193,-5.36182,-5.526193
2025-02-17 18:45:00,-5.36182,-5.197448,-5.36182,-5.197448
2025-02-17 19:00:00,-5.526193,-5.197448,-5.526193,-5.526193
2025-02-17 19:15:00,-5.526193,-5.197448,-5.197448,-5.36182
2025-02-17 19:30:00,-5.526193,-5.36182,-5.197448,-5.36182
2025-02-17 19:45:00,-5.526193,-5.197448,-5.36182,-5.526193
2025-02-17 20:00:00,-5.033075,-5.197448,-5.36182,-5.36182
2025-02-17 20:15:00,-5.36182,-5.197448,-5.690565,-5.526193
2025-02-17 20:30:00,-5.526193,-5.197448,-5.36182,-5.36182
2025-02-17 20:45:00,-5.197448,-5.36182,-5.36182,-5.197448
2025-02-17 21:00:00,-5.526193,-5.36182,-5.36182,-5.526193
2025-02-17 21:15:00,-5.526193,-5.36182,-5.854938,-5.36182
2025-02-17 21:30:00,-5.36182,-5.526193,-5.36182,-5.36182
2025-02-17 21:45:00,-5.197448,-5.197448,-5.197448,-5.526193
2025-02-17 22:00:00,-5.526193,-5.36182,-5.033075,-5.526193
2025-02-17 22:15:00,-5.197448,-5.197448,-5.526193,-5.526193
2025-02-17 22:30:00,-5.36182,-5.36182,-5.526193,-5.36182
2025-02-17 22:45:00,-5.36182,-5.36182,-5.197448,-5.197448
2025-02-17 23:00:00,-5.36182,-5.690565,-5.36182,-5.526193
2025-02-17 23:15:00,-5.36182,-5.197448,-5.033075,-5.36182
2025-02-17 23:30:00,-5.197448,-5.197448,-5.033075,-5.197448
2025-02-17 23:45:00,-5.526193,-5.36182,-5.197448,-5.526193
2025-02-18 00:00:00,-5.197448,-5.197448,-5.36182,-5.197448
2025-02-18 00:15:00,-5.197448,-5.197448,-5.526193,-5.526193
2025-02-18 00:30:00,-5.36182,-5.526193,-5.197448,-5.36182
2025-02-18 00:45:00,-5.033075,-5.197448,-5.36182,-5.526193
2025-02-18 01:00:00,-5.690565,-5.197448,-5.36182,-5.197448
2025-02-18 01:15:00,-5.526193,-5.526193,-5.36182,-5.197448
2025-02-18 01:30:00,-5.526193,-5.197448,-5.36182,-5.197448
2025-02-18 01:45:00,-5.197448,-4.868703,-5.36182,-5.526193
2025-02-18 02:00:00,-5.197448,-5.690565,-5.197448,-5.36182
2025-02-18 02:15:00,-5.36182,-5.526193,-5.526193,-5.197448
2025-02-18 02:30:00,-5.197448,-5.690565,-5.36182,-5.526193
2025-02-18 02:45:00,-5.197448,-5.854938,-5.033075,-5.197448
2025-02-18 03:00:00,-5.36182,-4.868703,-5.197448,-5.36182
2025-02-18 03:15:00,-5.36182,-5.36182,-5.526193,-5.36182
2025-02-18 03:30:00,-5.36182,-5.36182,-5.36182,-5.197448
2025-02-18 03:45:00,-5.526193,-5.033075,-5.197448,-5.36182
2025-02-18 04:00:00,-5.197448,-5.033075,-5.690565,-5.197448
2025-02-18 04:15:00,-5.197448,-5.197448,-5.033075,-5.197448
2025-02-18 04:30:00,-5.197448,-5.690565,-5.526193,-5.526193
2025-02-18 04:45:00,-5.197448,-5.197448,-5.197448,-5.36182
2025-02-18 05:00:00,-5.033075,-5.197448,-5.36182,-5.690565
2025-02-18 05:15:00,-5.526193,-5.033075,-5.197448,-5.526193
2025-02-18 05:30:00,-5.36182,-5.690565,-5.197448,-5.36182
2025-02-18 05:45:00,-5.197448,-5.197448,-5.197448,-5.197448
2025-02-18 06:00:00,-4.868703,-5.033075,-5.36182,-5.526193
2025-02-18 06:15:00,-5.36182,-5.36182,-5.197448,-5.36182
2025-02-18 06:30:00,-5.36182,-5.197448,-5.197448,-5.526193
2025-02-18 06:45:00,-5.36182,-5.36182,-5.197448,-5.36182
2025-02-18 07:00:00,-5.197448,-4.868703,-4.70433,-4.539958
2025-02-18 07:15:00,-4.868703,-3.38935,-2.567488,-1.745626
2025-02-18 07:30:00,-0.759391,10.911055,8.281095,8.281095
2025-02-18 07:45:00,1.706196,13.21227,16.828464,16.170974
2025-02-18 08:00:00,2.528059,15.020367,23.074618,23.732108
2025-02-18 08:15:00,4.171783,17.157209,28.49891,32.279477
2025-02-18 08:30:00,4.336156,19.129679,33.758829,39.676238
2025-02-18 08:45:00,6.966115,26.855185,41.484335,74.687575
2025-02-18 09:00:00,9.102958,45.429275,147.175837,66.140206
2025-02-18 09:15:00,11.404172,37.375023,92.604175,144.217132
2025-02-18 09:30:00,12.719152,37.539396,57.592838,176.927255
2025-02-18 09:45:00,13.705387,43.78555,62.195267,97.042232
2025-02-18 10:00:00,14.198504,179.064097,73.536968,109.698912
2025-02-18 10:15:00,16.006602,51.346684,85.864903,113.643852
2025-02-18 10:30:00,16.335347,65.482717,107.890815,119.068143
2025-02-18 10:45:00,16.828464,53.647898,95.069762,163.284339
2025-02-18 11:00:00,17.814699,55.949113,259.935354,157.36693
2025-02-18 11:15:00,19.787169,93.59041,357.736977,156.873813
2025-02-18 11:30:00,22.745873,70.742636,281.468149,289.029283
2025-02-18 11:45:00,26.033323,80.604984,234.293248,379.762889
2025-02-18 12:00:00,27.84142,84.878669,304.315923,150.956404
2025-02-18 12:15:00,28.49891,94.576645,385.351553,343.929689
2025-02-18 12:30:00,28.334537,81.755592,136.820371,368.092443
2025-02-18 12:45:00,25.86895,74.35883,126.958022,267.989606
2025-02-18 13:00:00,23.89648,67.455186,125.47867,175.776647
2025-02-18 13:15:00,22.088383,61.866522,184.817133,157.202558
2025-02-18 13:30:00,19.787169,56.277858,311.055194,142.73778
2025-02-18 13:45:00,18.143444,51.346684,116.273811,140.76531
2025-02-18 14:00:00,44.114295,47.401744,101.315916,354.285155
2025-02-18 14:15:00,15.349112,44.936157,83.563689,341.95722
2025-02-18 14:30:00,12.719152,40.333728,72.221988,313.356409
2025-02-18 14:45:00,11.568545,45.75802,63.345874,224.924017
2025-02-18 15:00:00,10.253565,31.786359,55.949113,131.889196
2025-02-18 15:15:00,9.92482,32.443849,51.017939,103.617131
2025-02-18 15:30:00,10.253565,26.52644,47.237372,99.836564
2025-02-18 15:45:00,6.966115,24.225225,44.44304,99.343446
2025-02-18 16:00:00,6.144253,22.252756,40.4981,96.055997
2025-02-18 16:15:00,5.158018,19.951541,36.881906,88.001746
2025-02-18 16:30:00,4.171783,18.472189,32.936966,177.913489
2025-02-18 16:45:00,3.349921,16.170974,29.649517,77.64628
2025-02-18 17:00:00,2.199314,13.869759,25.86895,64.496482
2025-02-18 17:15:00,1.213079,11.075427,21.759638,74.523203
2025-02-18 17:30:00,0.226844,7.95235,16.499719,58.085955
2025-02-18 17:45:00,-1.416881,4.336156,11.2398,43.456805
2025-02-18 18:00:00,-3.224978,-0.595018,2.856804,13.869759
2025-02-18 18:15:00,-4.868703,-5.033075,-4.70433,-4.211213
2025-02-18 18:30:00,-5.36182,-5.197448,-5.526193,-5.197448
2025-02-18 18:45:00,-5.36182,-5.197448,-5.36182,-5.36182
2025-02-18 19:00:00,-5.197448,-5.197448,-5.197448,-5.690565
2025-02-18 19:15:00,-5.197448,-5.526193,-5.033075,-5.526193
2025-02-18 19:30:00,-5.36182,-5.526193,-5.197448,-5.197448
2025-02-18 19:45:00,-5.197448,-5.197448,-5.197448,-5.197448
2025-02-18 20:00:00,-5.197448,-5.36182,-5.36182,-5.36182
2025-02-18 20:15:00,-5.526193,-5.033075,-5.36182,-5.36182
2025-02-18 20:30:00,-5.36182,-5.526193,-5.033075,-5.36182
2025-02-18 20:45:00,-5.197448,-5.033075,-5.526193,-5.526193
2025-02-18 21:00:00,-5.033075,-5.197448,-5.526193,-5.526193
2025-02-18 21:15:00,-5.033075,-5.526193,-5.526193,-5.033075
2025-02-18 21:30:00,-5.197448,-5.36182,-5.033075,-5.197448
2025-02-18 21:45:00,-5.36182,-5.197448,-5.526193,-5.197448
2025-02-18 22:00:00,-5.033075,-5.36182,-5.033075,-5.526193
2025-02-18 22:15:00,-5.197448,-5.197448,-5.197448,-5.526193
2025-02-18 22:30:00,-5.033075,-5.197448,-5.690565,-5.36182
2025-02-18 22:45:00,-5.36182,-5.36182,-5.526193,-5.36182
2025-02-18 23:00:00,-5.36182,-5.526193,-5.197448,-5.36182
2025-02-18 23:15:00,-5.36182,-5.690565,-5.36182,-5.197448
2025-02-18 23:30:00,-5.36182,-5.197448,-5.197448,-5.526193
2025-02-18 23:45:00,-5.197448,-5.197448,-5.526193,-5.36182
2025-02-19 00:00:00,-5.526193,-5.526193,-5.197448,-5.197448
2025-02-19 00:15:00,-5.033075,-5.197448,-5.197448,-5.197448
2025-02-19 00:30:00,-5.36182,-5.197448,-5.36182,-5.197448
2025-02-19 00:45:00,-5.36182,-5.197448,-5.033075,-5.197448
2025-02-19 01:00:00,-5.526193,-5.526193,-5.36182,-5.197448
2025-02-19 01:15:00,-5.033075,-5.36182,-5.36182,-5.197448
2025-02-19 01:30:00,-5.36182,-5.526193,-5.526193,-5.197448
2025-02-19 01:45:00,-5.197448,-5.197448,-5.033075,-5.36182
2025-02-19 02:00:00,-5.36182,-5.033075,-5.36182,-5.033075
2025-02-19 02:15:00,-5.36182,-5.526193,-5.690565,-5.526193
2025-02-19 02:30:00,-5.526193,-5.033075,-5.197448,-5.36182
2025-02-19 02:45:00,-5.197448,-5.197448,-5.36182,-5.36182
2025-02-19 03:00:00,-5.36182,-5.197448,-5.197448,-5.197448
2025-02-19 03:15:00,-5.526193,-5.36182,-5.36182,-5.36182
2025-02-19 03:30:00,-5.526193,-5.36182,-5.526193,-5.197448
2025-02-19 03:45:00,-5.033075,-5.197448,-4.868703,-5.36182
2025-02-19 04:00:00,-5.197448,-5.033075,-5.197448,-5.033075
2025-02-19 04:15:00,-5.197448,-5.197448,-5.36182,-5.197448
2025-02-19 04:30:00,-5.197448,-5.526193,-5.197448,-5.197448
2025-02-19 04:45:00,-5.36182,-5.526193,-5.36182,-5.36182
2025-02-19 05:00:00,-5.526193,-5.197448,-5.197448,-5.36182
2025-02-19 05:15:00,-5.36182,-5.36182,-5.526193,-5.36182
2025-02-19 05:30:00,-5.690565,-5.36182,-5.36182,-5.36182
2025-02-19 05:45:00,-5.36182,-5.197448,-5.197448,-5.36182
2025-02-19 06:00:00,-5.197448,-5.197448,-5.36182,-5.36182
2025-02-19 06:15:00,-5.36182,-5.197448,-5.526193,-5.526193
2025-02-19 06:30:00,-5.526193,-5.36182,-5.526193,-5.36182
2025-02-19 06:45:00,-5.36182,-5.197448,-5.197448,-5.033075
2025-02-19 07:00:00,-4.868703,-4.70433,-4.04684,-3.224978
2025-02-19 07:15:00,-4.211213,-2.896233,-0.101901,2.034941
2025-02-19 07:30:00,1.706196,23.403363,16.499719,16.170974
2025-02-19 07:45:00,1.213079,12.061662,17.814699,20.444658
2025-02-19 08:00:00,2.528059,14.691622,23.403363,27.348302
2025-02-19 08:15:00,5.158018,19.294051,33.101339,39.84061
2025-02-19 08:30:00,6.637371,23.403363,41.484335,49.867331
2025-02-19 08:45:00,8.938585,30.471379,57.592838,91.782313
2025-02-19 09:00:00,9.92482,36.224416,91.124823,71.728871
2025-02-19 09:15:00,9.26733,29.649517,65.647089,89.809843
2025-02-19 09:30:00,9.431703,28.005792,48.059234,97.699722
2025-02-19 09:45:00,14.527249,46.086765,66.962069,126.300532
2025-02-19 10:00:00,13.705387,148.819561,117.095674,98.357212
2025-02-19 10:15:00,17.157209,53.319153,76.98879,120.383123
2025-02-19 10:30:00,18.965306,69.098911,98.685956,140.76531
2025-02-19 10:45:00,16.828464,54.634133,97.370977,148.162071
2025-02-19 11:00:00,19.458424,59.07219,184.324016,179.557214
2025-02-19 11:15:00,20.444658,87.837373,363.325641,164.106202
2025-02-19 11:30:00,29.320772,85.371786,326.177462,333.902968
2025-02-19 11:45:00,16.499719,56.770975,208.48677,238.40256
2025-02-19 12:00:00,29.485145,88.659236,267.989606,153.750736
2025-02-19 12:15:00,29.649517,152.764501,384.036573,408.034954
2025-02-19 12:30:00,28.992027,84.056806,184.817133,360.860054
2025-02-19 12:45:00,24.060853,71.893243,122.19122,282.290011
2025-02-19 13:00:00,22.745873,65.482717,280.153169,170.845473
2025-02-19 13:15:00,21.595266,62.852757,310.890822,156.216323
2025-02-19 13:30:00,16.170974,47.730489,286.728068,123.341828
2025-02-19 13:45:00,20.937776,57.428465,206.349928,153.750736
2025-02-19 14:45:00,13.541014,43.12806,76.98879,251.223613
2025-02-19 15:00:00,13.869759,39.84061,73.536968,219.499726
2025-02-19 15:15:00,8.60984,32.279477,52.661664,95.562879
2025-02-19 15:30:00,10.911055,31.128869,57.264093,104.438993
2025-02-19 15:45:00,6.966115,24.225225,45.429275,93.919155
2025-02-19 16:00:00,6.801743,24.225225,44.278667,103.617131
2025-02-19 16:15:00,6.144253,21.759638,41.319963,97.042232
2025-02-19 16:30:00,4.993646,19.622796,37.210651,176.762882
2025-02-19 16:45:00,4.993646,19.787169,36.224416,80.276239
2025-02-19 17:00:00,3.349921,16.499719,29.485145,61.70215
2025-02-19 17:15:00,1.706196,11.404172,22.417128,92.111057
2025-02-19 17:30:00,0.062472,8.445468,18.143444,61.04466
2025-02-19 17:45:00,-1.088136,4.993646,11.89729,35.073809
2025-02-19 18:00:00,-3.224978,0.391216,3.678666,12.226035
2025-02-19 18:15:00,-5.033075,-4.868703,-4.211213,-3.553723
2025-02-19 18:30:00,-5.197448,-5.197448,-5.033075,-5.033075
2025-02-19 18:45:00,-5.197448,-5.197448,-5.197448,-5.033075
2025-02-19 19:00:00,-5.36182,-5.197448,-5.36182,-5.197448
2025-02-19 19:15:00,-5.36182,-5.690565,-5.197448,-5.033075
2025-02-19 19:30:00,-5.197448,-5.36182,-5.36182,-5.36182
2025-02-19 19:45:00,-5.36182,-5.36182,-5.526193,-5.526193
2025-02-19 20:00:00,-5.197448,-5.526193,-5.36182,-5.526193
2025-02-19 20:15:00,-5.690565,-5.197448,-5.36182,-5.197448
